caption,channelTitle,commentCount,defaultLanguage,definition,description,dislikeCount,duration,favoriteCount,licensedContent,likeCount,publishedAt,regionRestriction,tags,title,vidId,viewCount,request_token,letter_search,contentRating,year,month,month_day,year_day,week_day,view_log,comment_log,like_log,dislike_log,view_class,week,description_sentiment,description_wordcount,tags_sentiment,tags_wordcount,title_sentiment,title_wordcount,title_featuring,intitle_a,intitle_b,intitle_c,intitle_d,intitle_e,intitle_f,intitle_g,intitle_h,intitle_i,intitle_j,intitle_k,intitle_l,intitle_m,intitle_n,intitle_o,intitle_p,intitle_q,intitle_r,intitle_s,intitle_t,intitle_u,intitle_v,intitle_w,intitle_x,intitle_y,intitle_z,title_length,lv_ratio,comment_view_ratio,like_dislike_ratio,is_weekend,is_friday,kclass
0,victoreleoVEVO,1265,xxNoneFoundxx,0,"O vídeo oficial ao vivo de Victor & Leo para a música 'O Granfino e o Caipira'. Clique aqui para ouvir Victor & Leo no Spotify: http://smarturl.it/VictorELeoSpotify?IQid=VeLOGE

Você pode encontrar essa música no álbum Mega Hits. Clique para comprar a faixa ou o álbum no iTunes: http://smarturl.it/VELMegaHits?IQid=VeLOGE
Google Play: http://smarturl.it/OGEOCGPlay?IQid=VeLOGE
Ouça mais músicas de Victor & Leo aqui: http://smarturl.it/VictorELeoStream?IQid=VeLOGE

Mais de Victor & Leo
Não Me Perdoei: https://youtu.be/bckOyVNzBxc
Borboletas: https://youtu.be/JIrRp-1X9wo
Nada Es Normal: https://youtu.be/sI0dvce1nd8

Ouça grandes sucessos de música sertanejo aqui: http://smarturl.it/TopSertanejo?IQid=VeLOGE

Siga Victor & Leo
Site Oficial: http://www.victoreleo.com/
Facebook: https://www.facebook.com/victoreleo
Twitter: https://twitter.com/victoreleo
Instagram: https://instagram.com/victoreleo

Assine o canal de Victor & Leo no YouTube: http://smarturl.it/VELSub?IQid=VeLOGE

---------

Letras:

Sou um homem da cidade
Tô chegando de viagem
Vim buscar minha moça, meu amor
A mais linda desse interior

Sei que aqui há um caipira
Que os seus olhos não tira da princesa
Mas eu chego de carrão
Mostro o bolso e ganho o seu coração

Sou o tal caipira que o granfino falou
Não escondo a questão
A moça é dona do meu coração
Ele acha que o dinheiro compra o amor
Mas se fosse fácil assim
A moça nem olhava para mim",1525,252,0,1,37518,2012-08-12 23:43:48,1,"cifra club, vídeo musical, faixa, instrumental, borboletas, música, hd, quando voce som, VictorELeoVEVO, oficial, tem que ser voce, victor e leo, nada es normal, videoclipe, download, karaoke vitor e leo, áudio, karaokê, remix, Victor & Leo O Granfino e o Caipira ao vivo, cover, na linha do tempo, Victor & Leo, Sony, Victor & Leo Live, Victor & Leo O Granfino e o Caipira, Vevo, acústico, meu eu em voce, album, letras, nao me perdoei, Granfino",Victor & Leo - O Granfino e o Caipira (Video),t4xBwmanwDY,8965330,CJYBEAA,e,0,12,8,12,225,6,6.952566279903929,3.1020905255118367,4.574239679064311,3.1832698436828046,6,32,0.15,161,0.09545454545454546,32,0.0,9,0,3,0,1,1,3,1,0,0,5,0,0,0,0,2,5,1,0,3,0,1,0,0,0,0,0,0,45,0.6579210459720376,0.4461792093199147,1.4369625899425036,1,0,4.0
0,Cassio Toledo,13,xxNoneFoundxx,0,"Música relaxante para sentir-se em paz, a sua rádio para acalmar a mente e relaxar com lindas músicas para dormir e vídeo relaxante com cachoeira, lago e floresta do Parque Nacional de Erawan na Tailândia. Música para dormir com sons da natureza e água.

Playlist Música Relaxante: https://www.youtube.com/playlist?list=PLF976D22AF995BCDD",762,0,0,1,9156,2018-08-10 22:00:35,0,"Música Relaxante, Relaxar e Dormir, Música Dormir, Relaxar, Dormir, Música Natureza, Dormir Profundamente, Cachoeira, Música ao Vivo, Acalmar, Música Estudar",Música Relaxante 24/7 🔴 Sinta-se em Paz - Relaxar e Dormir 2,KifAcv4IYTM,849878,CMgBEAA,e,0,18,8,10,222,4,5.929356587208961,1.1139433523068367,3.9617057840025054,2.8819549713396007,5,32,0.0,46,0.0,10,0.0,11,0,7,0,1,0,6,0,0,0,3,0,0,2,2,2,1,0,0,3,2,2,0,0,0,2,0,1,60,0.6681510423152576,0.18786917870817196,1.37465915442843,0,1,4.0
0,Luccas Neto,11857,xxNoneFoundxx,1,"Muito bem eu sou o Luccas! Ou melhor, sou o boneco bibi hahaha !! Hoje vocês vão conhecer os 3 bonecos felizes, boneco bibi, boneca gigi e boneco pipi. Eles são 3 irmãos que moram juntos em uma casinha de boneca e juntos vão viver grandes aventuras! No episódio de hoje, uma criatura chamada Lobo Tigre resolveu tentar capturar os bonecos felizes para fazer uma experiência terrível com eles! Será que esse Lobo Tigre vai se dar bem? Assista o vídeo para saber!

Use a sua imaginação e criatividade para viver um mundo de magia e fantasia.

ATENÇÃO: O conteúdo não faz parte de nenhum tipo de conteúdo publicitário. Todo o material produzido nesse vídeo é para o entretenimento dos fãs.

Espero que curtam! Todo mundo usando a imaginação e a criatividade para viver um mundo de magia e fantasia!

Todos os menores de idade que participam deste vídeo são acompanhados de seus representantes legais, no set de filmagem, durante a gravação. Caso o representante legal não seja o próprio pai, terá sido indicado formalmente, por contrato, pelos pais ou responsáveis para representá-los nas gravações.

Atenção: Giovana Alparone é uma atriz contratada, com direitos de imagem reservados à sua agência.",22582,948,0,1,176837,2018-07-06 22:00:01,0,"luccas neto, lucas neto, luccas, lucas, neto, contos para crianças, os 3 porquinhos, os 3 porquinhos em portugues, os 3 porquinhos eo lobo mau, os 3 bonecos felizes, luccas neto boneco bibi, luccas neto boneca gigi, boneca gigi, boneco bibi, historia completa, desenho animado infantil, historinha em portugues, para criança, video para criança, video infantil, Os 3 Porquinhos - Historia completa - Desenho animado infantil com Os Amiguinhos, historinha infantil, bonecos felizes","OS 3 BONECOS FELIZES BIBI, GIGI E PIPI E O LOBO TIGRE MALVADO",QyhXWlsSFaM,14876752,CMgBEAA,e,0,18,7,6,187,4,7.172508123249448,4.073974819866659,5.247573138587957,4.3537624030672,7,27,0.29615885416666665,194,0.0,22,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0.731623171199782,0.5679986344889599,1.2052961674920692,0,1,4.0
0,Cassio Toledo,622,xxNoneFoundxx,1,"Música para dormir, suave e relaxante, para relaxar, acalmar a mente e dormir profundamente, 4 horas de música relaxante. Vídeo 4k com tela escura do mar e lua cheia para relaxar o ambiente.

Playlist Música para Dormir e Relaxar: https://www.youtube.com/playlist?list=PLF976D22AF995BCDD",3170,15612,0,1,20505,2017-04-19 01:08:40,0,"Dormir, Música para Dormir, Relaxar, Dormir e Relaxar, Dormir Profundamente, Música Relaxar, Acalmar, Música Relaxante, Música Dormir e Relaxar",Música para DORMIR: Relaxar a Mente e Dormir Profundamente - Vídeo Relaxante 4K,uX-S4ILymeI,2248315,CMgBEAA,e,0,17,4,19,109,2,6.351857157954845,2.7937903846908188,4.311859773623503,3.501059262217752,6,16,0.0,38,0.0,8,0.0,12,0,9,0,1,2,9,1,0,0,2,0,0,2,2,4,3,1,0,5,1,3,1,0,0,2,0,0,79,0.6788344993280399,0.4398383520309447,1.2315871999527792,0,0,4.0
0,FacebookFTVMI,998,it,0,"Buon ascolto e buona visione con la nostra Musica Italiana.
Consigliamo l'iscrizione per rimanere sempre aggiornati.
Di seguito l'elenco delle canzoni presenti in questo video, potete cliccare sul minuto desiderato:
01 - 00:00 Felicità
02 - 03:14 Libertà
03 - 07:35 Tu soltanto tu
04 - 11:43 Ci sarà
05 - 14:42 Oggi sposi
06 - 18:59 Nostalgia canaglia
07 - 22:21 We'll live il all again
08 - 26:31 Sempre sempre
09 - 29:16 Sharazan
10 - 33:49 Prima notte d'amore
11 - 36:38 Che angelo sei",2985,2427,0,0,20187,2016-10-01 11:25:16,0,,Il meglio di AL BANO e ROMINA,2yfwyM4kiog,5240622,CMgBEAA,e,0,16,10,1,275,5,6.7193828356738825,2.999130541287371,4.305071783022292,3.474944335465388,6,39,0.13636363636363635,74,0.0,0,0.0,6,0,0,0,0,1,2,0,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0.6406945233372076,0.4463401795421871,1.2388894230864649,1,0,4.0
0,RoccoHuntVEVO,2635,xxNoneFoundxx,1,"Vene e vvà è disponibile su
iTunes: http://apple.co/1Ur3kgU
Spotify: http://spoti.fi/1N9xDKb

Scopri le hit del momento su http://spoti.fi/1DEdkyJu",2271,219,0,1,80780,2015-09-04 07:00:00,1,"Epic, Hip-Hop/Rap, Rocco Hunt, Vene e vv��",Rocco Hunt - Vene e vvà (Videoclip),wchUvAtSmAM,12523798,CMgBEAA,e,0,15,9,4,247,4,7.097736054138679,3.420780619548565,4.907303848833968,3.3562171342197358,7,36,0.0,13,0.1,3,0.0,6,0,0,0,3,1,4,0,0,0,2,0,0,1,0,2,3,1,0,0,0,1,1,2,0,0,0,0,35,0.6913900166761665,0.4819537657439253,1.4621532673793574,0,1,4.0
0,fano234,1250,xxNoneFoundxx,0,"""Napule è mille culure, napule è mille paure, napule è 'a voce d'e criature che salie chianu chianu e te saje ca nun si sulo...""
Elaborazione & montaggio: J. Musso",922,227,0,0,22080,2010-09-18 03:30:30,0,"NAPULE, E', PINO, DANIELE, NAPOLI, MARE, SUD, SOLE",NAPULE E'       PINO DANIELE,81pIF0VSfMo,5587901,CKwCEAA,e,0,10,9,18,261,5,6.74724870318041,3.096910013008056,4.343999069057161,2.964730921053629,6,37,0.0,28,0.0,7,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.6438178374853082,0.4589885669322201,1.465225406531449,1,0,4.0
0,RAFVEVO,775,xxNoneFoundxx,0,Music video by Raf performing Non E' Mai Un Errore. (C) 2008 SONY MUSIC ENTERTAINMENT (Italy) S.p.A.,1012,268,0,1,25119,2009-10-25 08:23:41,1,"Pop, Sony, BMG, Music, Entertainment, Raf, Non E' Mai Un Errore",Raf - Non E' Mai Un Errore,y70iaqDYonQ,6422677,CKwCEAA,e,0,9,10,25,298,6,6.807716081652137,2.88930170250631,4.400002345927956,3.0051805125037805,6,43,0.0,16,0.0,6,0.0,6,0,2,0,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,26,0.6463257711035649,0.4244157170851223,1.4641391183060992,1,0,4.0
0,Parrot Kabbarrot,655,xxNoneFoundxx,0,"Carreras, Domingo, Pavarotti with Mehta in Concert 1994",770,347,0,0,17565,2007-12-12 16:15:23,0,"tenors, concert, 1994, carreras, domingo, pavarotti, mehta, la, donna, mobile, brindisi, opera",Three Tenors - La Donna e Mobile & Brindisi,HcGoY4COi-I,4079201,CKwCEAA,e,0,7,12,12,346,2,6.6105751054250055,2.8162412999917836,4.244648154128043,2.8864907251724823,6,50,0.0,7,0.0,11,0.0,8,0,2,1,0,1,5,0,0,1,4,0,0,1,0,4,3,0,0,3,2,0,0,0,0,0,0,0,43,0.6420996791405713,0.4260206192469728,1.4705220138458632,0,0,4.0
0,Adriano Cruzado,20328,xxNoneFoundxx,0,"Ben E. King - Stand by me

When the night has come, and the land is dark
And the moon is the only light we will see
No, I won't be afraid, oh, I won't be afraid
Just as long as you stand, stand by me
So darlin', darlin' stand by me
Oh stand by me
Oh stand, stand by me, stand by me

If the sky that we look upon should tumble and fall
Or the mountain should crumble to the sea
I won't cry, I won't cry, no, I won't shed a tear
Just as long as you stand, stand by me
And darlin', darlin' stand by me
Oh stand by me
Whoa stand now, stand by me, stand by me
*Solo*

And darlin', darlin' stand by me
Oh stand by me
Oh stand now, stand by me, stand by me

If the sky that we look upon should tumble and fall
Or the mountain should crumble to the sea
I won't cry, I won't cry, no, I won't shed a tear
Just as long as you stand, stand by me
And darlin', darlin' stand by me
Oh stand by me
Whoa stand now, stand by me, stand by me
So darlin', darlin' stand by me
Oh stand by me
Oh stand now, stand by me, stand by me
Whenever you're in trouble won't you stand by me
Oh stand by me
Whoa stand now, oh stand, stand by me... 

-.-!",5524,179,0,0,303570,2008-12-29 01:58:03,0,"Ben, E., King, Stand, by, me, adriancito, adrian",Ben E. King - Stand by me,Vbg7YoXiKn0,70163152,CJADEAA,e,0,8,12,29,364,0,7.846109090983106,4.308094652042313,5.4822588506285275,3.7422536699065936,7,1,-0.15000000000000002,211,0.0,7,0.0,6,0,1,1,0,1,2,0,1,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,25,0.6987232508567642,0.549074018992835,1.4649618476465716,0,0,4.0
0,F.CHARM,353,xxNoneFoundxx,1,"Cumpara albumul “Grădina cu spini”  

în format (CD)  : http://www.fcharmshop.ro/ 

Itunes : https://itunes.apple.com/us/album/gradina-cu-spini/1338775241

Google Play : https://play.google.com/store/music/album/F_Charm_Gradina_cu_spini?id=Bbirbbwh7m7wugleir3odhgqlf4
______________________________________________________

Pentru concerte: Florin Nedelcu: 0721 929 622

F.Charm : https://www.facebook.com/fcharm/
Instagram : @f.ch.a.r.m

Aris: https://www.facebook.com/ArisRomania1/

______________________________________________________

Text : F.Charm
Instrumental : F.Charm
Muzica: F.Charm, Aris, Cally Roda
Producator & Management : Florin Nedelcu
Mix : F.Charm
Mastering : Bunicu Magic
______________________________________________________
Video:

Regie & D.O.P: Andrei Maerean, Florin Nedelcu, F.Charm
Edit: F.Charm
Color Grading & Vfx: Daniel Cristea
www.droptop.ro
www.facebook.com/mediadroptop

Actori: 

Luisa Purdescu, Adrian Iacov, Nicolas Filipescu
______________________________________________________
Versuri :

Intro:

Viata, intoarce-ma-n trecut
Da-mi inapoi imperiul ce l-am avut si l-am pierdut
Viata, acum caminul e mai rece
Adu-mi familia-napoi ca sa n-o mai las sa plece

Refren:

Ce drame ascund ochii tai
Cand se pierd in pahare, ca ploile in mare
Ce drame ascund ochii tai
Cand viata ta frumoasa, azi a plecat d-acasa

Strofa 1:

Ea fata cuminte, el baiat de casa
Dragostea s-a asezat pe nepusa masa
O vedea numai pe ea si ea numai pe el
A muncit din greu cu ziua sa-i cumpere inel
Si s-a pus in genunchi un pic timid din fire
O cere de nevasta si ii jura iubire
Ea raspunde cu un da plangand de fericire
Inima-i sare din piept sublima traire
Dupa 9 luni se naste rodul iubirii lor
Ce familie, ce viata, ce tablou stralucitor 
Altii ar da ani din viata si-un venit stabil
Sa aibe asa camin asa femeie asa copil
Toate bune si frumoase pana in ziua cand
Tatal vine acasa beat rupt si injurand
Femeia ii deschide, el crede c-a gresit etajul
Etajul nu-i gresit, gresit era anturajul

Refren:
Ce drame ascund ochii tai
Cand se pierd in pahare, ca ploile in mare
Ce drame ascund ochii tai
Cand viata ta frumoasa, azi a plecat d-acasa

  Strofa 2:

Vine ziua de salariu, merge iar la aparate
Cu gandul ca se face bogat peste noapte
Pierde tot in doua ore si se imprumuta
Pierde iar, pleaca la bar sa mai bea o suta
Dar alcoolul nu-l facea deloc mai fericit
Bag-o doza in siringa sa uite c-a saracit  
Depravat , mers leganat calca pragul casei iar
Femeia lui il priveste, nervos sare la scandal
O ia de par, o loveste o face in ultimul hal
Copilul lui priveste la un tata exemplar
Mama-si ia copilul, se-nchide in dormitor
El bate cu pumnii-n usa “Fa deschide ca te omor”
Femeia plange, ca n-a gresit cu nimic
i-a daruit un copil, e muncitoare, l-a iubit
isi face bagajul in el isi pune viata
cu gandul sa plece-n lume cand vine dimineata

Refren:
Ce drame ascund ochii tai
Cand se pierd in pahare, ca ploile in mare
Ce drame ascund ochii tai
Cand viata ta frumoasa, azi a plecat d-acasa

Bridge:
Viata, intoarce-ma-n trecut
Da-mi inapoi imperiul ce l-am avut si l-am pierdut
Viata, acum caminul e mai rece
Adu-mi familia-napoi ca sa n-o mai las sa plece

Strofa 3:

Barbatul se trezeste si striga dupa ei
Vede urme de pumni in usa camerei
Vede si jucariile ce plang in liniste
Si-si vede sufletul plin de neliniste
Vede ca anturajul l-a transformat in fiara
Isi vede toata viata cum e pe punct sa piara
Si-ar da orice pe lume sa-i aduca-napoi
Si-ar curata iubirea manjita de noroi
Afara tuna, s-a-nnorat e frig si-a fulgerat*
Mai mult ca niciodata se simte vinovat
E rece casa fara ei pe unde o-r umbla
Pe unde viata lui pierduta, unde-i familia
Nu pune geana peste geana
Curge doar sare peste rana
Inima se rupe cand vede ce-a facut
 Familia era  imperiu ce-acum l-a pierdut",784,231,0,1,23471,2018-03-05 17:00:17,0,"f.charm, feat, aris, imperiul pierdut, videoclip, gradina cu spini, album, am ales, a fost odata, fructul pasiunii, artilerie grea, flori murdare, oaia neagra, hainele mele, hip hop, rap, hip hop romanesc, underground, comercial, muzica noua, hit, top 40, radio, mc, ego, rapper, muzica romaneasca",F.Charm - Imperiul pierdut feat. Aris (Videoclip Oficial),8WIsyy6X82c,2662003,CDIQAA,f,0,18,3,5,64,0,6.425208540576189,2.5477747053878224,4.370531593443077,2.8943160626844384,6,10,0.5,508,0.5,26,0.0,7,1,3,0,2,2,4,2,0,1,7,0,0,3,2,0,1,3,0,4,1,2,2,0,0,0,0,0,57,0.6802163020612471,0.3965279398012111,1.5100395045969752,0,0,4.0
0,F.CHARM,1768,xxNoneFoundxx,1,"Magazin F.Charm : http://www.fcharmshop.ro/

Cumpara Cd -ul ""Oaia Neagra""  

http://www.fcharmshop.ro/cumpara/f-charm-oaia-neagra-album-16

Itunes : https://itun.es/ro/W7y9jb

Google Play: https://play.google.com/store/music/album?id=B3q4afcukqpayz3h7gb7rlxuwx
__________________________________________________
Pentru concerte: Florin Nedelcu: 0721 929 622

https://www.facebook.com/fcharm/
Instagram : @f.c.h.a.r.m

https://www.facebook.com/MissMaryOfficial/
______________________________________________________
Text : F.Charm , Aris
Instrumental : F.Charm
Muzica : F.Charm, Aris
Producator & Management : Florin Nedelcu
Mix : F.Charm, Polly
Mastering : Bunicu Magic
______________________________________________________

Versuri :


Miss Mary :

Sarac sau bogat
Putini sunt oameni intre oameni
Bordei sau palat 
Acelasi sange, alte haine 2x

Dar numai tu stii mama
Ce-armura  port eu pe sub piele
Cand drumul e greu mama
Devin o fiara-ntre stele
Dar numai tu stii mama
Ce om ascund hainele mele
Cand drumul e greu mama
Las lumea sa traga de ele

F.Charm :
 
Ca ai Ferrari sau Logan respiri acelasi aer
Ca n-ai un leu in buzunar asta nu te face fraier
Ca porti aceeasi toala cat e ziua de lunga
Ca ai bratari de aur si pantaloni la dunga
Egali din nastere, pleaca-n cunoastere
Unii cu buna crestere –si asuma faptele
La urma urmei e un circ de animale
Unii-s pradatori, altii victime reale
Acelasi sange sub alte haine
Cu alte ganduri parsive-n taine
Si nu te crede niciodata mai mult decat esti
Ca-ai sa te pierzi in ochii lumii in care traiesti
Nu sunt vreo usa de biserica, dar cred in ea
C-am gasit linistea mea cand crucea mi-era mai grea
Imi dau singur haina jos, tu dezbraca-ma de piele
Sa vezi omul rau vorbit de gurile rele

Miss Mary :

Sarac sau bogat
Putini sunt oameni intre oameni
Bordei sau palat 
Acelasi sange, alte haine 2x

Dar numai tu stii mama
Ce-armura  port eu pe sub piele
Cand drumul e greu mama
Devin o fiara-ntre stele
Dar numai tu stii mama
Ce om ascund hainele mele
Cand drumul e greu mama
Las lumea sa traga de ele

F.Charm:

Mi-au crescut ochi la spate traiesc in Romania
Unde omu-i lup cu oamenii sa-si apere felia
Dar nu–s de condamnat ca viata-i face hoti
Ca se condamna singuri in dube pe 4 roti
Mai aud pe cate unu, eu n-am pret, eu nu ma vand
Mai bine taci  toti suntem doar o apa si-un pamant
Se-ascund pe sub pleoape cu ochi ce-ar face rau
C-asa e omu slab de inger , l-ar vinde pe Dumnezeu
Hainele ne schimba fata ne pun eticheta
Tot ele atrag zdrente de lux in spate pe bancheta
E clar ca esti sarac lipit cand mergi pe bicicleta
Si-a devenit o rusine sa  bei apa de la chiuveta
Caracterul omului se vede de la distanta
E mierea lui Dumnezeu cand se simte-n siguranta
Cat despre mine sunt aici oaia neagra din multime
Dezbraca-te de caracter  sa ma cunosti mai bine

Miss Mary :

Sarac sau bogat
Putini sunt oameni intre oameni
Bordei sau palat 
Acelasi sange, alte haine 2x

Dar numai tu stii mama
Ce-armura  port eu pe sub piele
Cand drumul e greu mama
Devin o fiara-ntre stele
Dar numai tu stii mama
Ce om ascund hainele mele
Cand drumul e greu mama
Las lumea sa traga de ele",4029,233,0,1,90042,2017-05-10 15:58:56,0,"hit, hip hop, f.charm, fcharm, feat, miss mary, hainele mele, oaia neagra, ultima reduta, ego, album, fresh, 2017, underground, rap, tracklist, pop, muzica noua, playlist, 30 de grade, radio",F.Charm - Hainele mele feat. Miss Mary,7El6URchwaI,18064914,CGQQAA,f,0,17,5,10,130,2,7.256835898402555,3.2474822606770544,4.954445132922411,3.6051972673883776,7,19,0.5,433,0.3,20,0.0,6,1,4,0,0,0,5,1,0,1,2,0,0,2,2,1,0,0,0,2,2,1,0,0,0,0,1,0,38,0.6827280101528864,0.4475066414815749,1.3742507733873421,0,0,4.0
0,H4RDTUBE,1176,xxNoneFoundxx,1,"Artist: Showtek
Titel: The F Track
Album: Analogue Players In A Digital World
Genre: Hardstyle
Year: 2009
Label: ???
www: Www.Audiojelly.Com

Disclaimer: None of the files shown here are actually my own music, i only upload so users can listen before they buy it. I will delete the video if the artist/label wants that. Plz don´t use any youtube rip program, buy the music and support the artist.",866,287,0,0,25202,2009-10-24 15:59:55,0,"Showtek, The, Track, Hardstyle, Techno, 2009, H4RDTUBE",Showtek - The F Track,NmrSeXD6LVI,3487456,CJYBEAA,f,0,9,10,24,297,5,6.542508736976206,3.07040732174012,4.40143500722987,2.937517892017347,6,43,0.2,60,0.0,6,0.0,4,0,1,0,1,0,2,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,21,0.6727442307190727,0.4693012184129218,1.498351727215243,1,0,4.0
1,KaileeMorgueVEVO,880,xxNoneFoundxx,1,"F**K U (Official Video)
Song Available Here: https://republic.lnk.to/fuYD 

Connect with Kailee
https://twitter.com/morguemami 
https://www.instagram.com/morguemami 
https://soundcloud.com/morguemami 
https://www.facebook.com/KaileeMorgueMusic 

Directed & Produced by Tak Kamihagi

Music video by Kailee Morgue performing F**K U. © 2018 Republic Records, a division of UMG Recordings, Inc.
http://vevo.ly/weVCvP",436,184,0,1,36004,2018-05-09 18:00:00,1,"Kailee, Morgue, F**K, Universal, Records, Alternative",Kailee Morgue - F**K U,5tE5YUxzDYE,758496,CJYBEAA,f,0,18,5,9,129,2,5.879953294835987,2.9444826721501687,4.556350753029089,2.639486489268586,5,19,0.4,35,0.0,5,0.0,4,0,1,0,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,22,0.7748957388880384,0.50076633682382,1.726226207845328,0,0,4.0
0,Moreno Reaction,67,xxNoneFoundxx,1,"Espero que te haya molado, si es así like y sub :

#GeraMx

Contenido utilizado: https://youtu.be/2G25sfUm2ho

Mi instagram: https://www.instagram.com/elmorenotv/

Canal de humor: https://www.youtube.com/channel/UCIT8q-9q576VuQoWkCkavvA

Twitter: https://twitter.com/MORENOTVYT?s=09",8,484,0,1,127,2018-09-27 21:04:00,0,"https://youtu.be/2G25sfUm2ho, Gera mx, Reaccionando a Gera MX, Gera mx fuck a todas menos la mia, Gera mx reaccion",(REACCIÓN) Gera Mx // F*ck Todas Menos La Mía (Video Oficial) 🖤⚡🦇,El8AmPWdzz0,1907,CMgBEAA,f,0,18,9,27,270,3,3.2803506930460067,1.8260748027008264,2.103803720955957,0.9030899869919436,3,39,0.0,19,-0.4,4,0.0,11,0,5,0,2,2,3,1,0,0,3,0,1,1,0,1,3,0,0,1,2,0,0,0,0,1,0,0,65,0.6413350028141188,0.5566706043265163,2.3295615622573886,0,0,4.0
0,JesseValentineMusic,5797,xxNoneFoundxx,0,"F-777 - Monster Dance Off (FREE DOWNLOAD): 
https://jessevalentinemusic.bandcamp.com/track/monster-dance-off

F-777 - The Dancing Dead: https://jessevalentinemusic.bandcamp.com/album/the-dancing-dead",1223,149,0,1,67549,2015-12-29 08:52:00,0,"f777, f-777, airborne robots, the 7 seas, pirate dance machine, the dancing dead, the walking dead, viking dance machine, celtic dance machine, in the moment, a full moon, Viking arena, zombie shuffle, jesse valentine, Geometry Dash, World, GD, Toxic Factory, Monster Dance Off, meltdown, rolling sky, dance of the violins, thefatrat, dubstepgutter, monstercat, robtop, secret level, dex arson, beast mode, machina, years, frontlines, waterflame, Striker, embers, dash lands",F-777 - 4. Monster Dance Off (The Dancing Dead),B8YkwDbGBr8,3984742,CMgBEAA,f,0,15,12,29,363,1,6.6004002073874295,3.763203300370772,4.8296189240805285,3.087426457036285,6,53,0.1,12,-0.11250000000000003,35,-0.2,8,0,3,0,2,1,4,2,1,1,1,0,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,47,0.7317160736215703,0.5701477459137774,1.5642863048846924,0,0,4.0
0,kimoi21200,674,xxNoneFoundxx,1,"One of my favorite of the album!! It's amazing and its stuck to my head!! XD
▼Check out the full album tracklist in the links below▼

Color Code:
Victoria - Red
Luna - Green
Amber - Blue
Sulli - Purple
Krystal - Pink
Together - Black
========================================
Tracklist:
1.  Rum Pum Pum Pum (첫 사랑니) http://youtu.be/Dd_gDFsZd-4
2. Shadow (그림자; 미행) http://youtu.be/7wdns7AG3C4
3. Pretty Girl http://youtu.be/wwE0fCjC56g
4. Kick http://youtu.be/dvuL5M5k8rU
5. Signal (시그널) http://youtu.be/tM_1iyUynVU
6. Step http://youtu.be/Dy8UXAi8BUc
7. Goodbye Summer (ft. D.O) http://youtu.be/QJeV2lwsTlA
8. Airplane
9. Toy http://youtu.be/Dy8UXAi8BUc
10. No More (여우 같은 내 친구) http://youtu.be/xB56-6CdU84
11. Snapshot http://youtu.be/3q9A-dkgK5E
12. Ending Page http://youtu.be/SExOl3VFiSM
========================================
Artist: f(x)
Song: Airplane
Album: Pink Tape
========================================
Credits:
Hangul: music.daum
Romanization: KROMANIZED 
Color Coding: colorcodedlyrics 
Translation: pop!gasa
Subbed: Kimoi21200
========================================
NO COPYRIGHT INFRINGEMENT INTENDED
========================================",155,215,0,0,10305,2013-08-01 20:49:16,0,"f(x), Hangul (Language Writing System), English Language (Human Language)",f(x) - Airplane [Hangul/Romanization/English] Color & Picture Coded HD,70MBQrlsr_M,1593652,CMgBEAA,f,0,13,8,1,213,3,6.202393492104106,2.82865989653532,4.013047996115231,2.1903316981702914,6,31,0.1365530303030303,94,0.0,2,0.0,8,0,4,0,1,2,3,1,2,1,5,0,0,4,1,5,5,1,0,3,1,2,2,0,0,1,0,1,70,0.6470160271553235,0.4560594067655199,1.8321645070778816,0,0,4.0
0,hfmFRANZLISZTweimar,101,xxNoneFoundxx,1,"The Orchestra of the University of Music FRANZ LISZT Weimar plays Johannes Brahms' Symphony No. 3 in F major in the Neue Weimarhalle on May 10th.

Movement 1: Allegro Con Brio (F Major) | Movement 2: Andante (C Major) 13:11| Movement 3: Poco allegretto (C Minor) 22:00 | Movement 4: Allegro (F Minor/F Major) 28:45﻿

Conductor: Professor Nicolás Pasquet
The 4 movements are marked at the beginning of the video.",34,2332,0,0,1085,2012-05-26 06:25:04,0,"Concert (TV Genre), Classical Music, Symphony 3, Liszt School of Music, HfM, Weimar, Weimarhalle, Nicolás Pasquet",Johannes Brahms - Symphony No. 3 in F major (Full),-PyAkTW5HDU,237180,CPoBEAA,f,0,12,5,26,147,5,5.375078064726615,2.004321373782642,3.0354297381845483,1.5314789170422551,5,21,0.05000000000000001,66,0.0,7,0.20625,9,0,3,0,0,0,1,0,0,3,1,1,0,2,3,4,4,1,0,2,2,0,1,0,0,0,2,0,50,0.5647229122315892,0.3728915840191776,1.9820251551662709,1,0,4.0
