caption,categoryId,channelId,channelTitle,commentCount,contentRating,defaultLanguage,definition,description,dimension,dislikeCount,duration,favoriteCount,licensedContent,likeCount,liveBroadcastContent,projection,publishedAt,regionRestriction,tags,title,vidId,viewCount,request_token
false,10,UCgFD1Jf76p9qPvvoac206LA,NxrthNxrthPhvnk,337,,xxNoneFoundxx,hd,"https://soundcloud.com/ghostemane/sets/noise
https://genius.com/albums/Ghostemane/N-o-i-s-e

Tracklist:
 
01. INTRO.DESOLATION 00:00
02. NIHIL 01:42
03. FLESH 04:09
04. BONESAW 05:28
05. TRENCHCOAT 07:21
06. THE SINGULARITY 10:03
07. BALLGAG 12:21
08. ANDROIDS DREAM OF ELECTRIC SHEEP 15:06
09. INSIDE 18:39
10. GATTEKA 21:26
11. BLACK BLOOD 23:18
12. HEART OF GLASS 25:20


Promotion: nxrthnxrthphvnk@gmail.com

Facebook: https://www.facebook.com/pages/Nxrth-Nxrth-Phvnk/265641033612303?ref=hl
Twitter: https://twitter.com/Nxrth_Nxrth

NxrthNxrth Logo Design By: LYNCH http://www.instagram.com/lebosslynch/

If there is an issue with any of my uploads please get in contact with me (nxrthnxrthphvnk@gmail.com) and i will delete it asap!",2d,13,PT29M23S,0,False,1468,none,rectangular,2018-10-10T09:31:33.000Z,,"['HipHop', 'Rap', 'Phonk', 'Gangsta', 'Hip', 'Hop', 'Cloud', 'Ghostemane', 'Ghoste', 'Noise', 'N/O/I/S/E', 'Desolation', 'Nihil', 'Flesh', 'Bonesaw', 'Trenchcoat', 'Singularity', 'Ballgag', 'Androids', 'Gatteka', 'Black Blood', 'Heart Of Glass']",GHOSTEMANE - N/O/I/S/E [Full Album],woSlD0_aEDI,12487,CDIQAA
false,10,UC_0lDnia8rHCv5dwxyhpf6g,Selection,58,,xxNoneFoundxx,hd,"GHOSTEMANE ""NOISE""

01. GHOSTEMANE - INTRO.DESOLATION
02. GHOSTEMANE - NIHIL
03. GHOSTEMANE - BONESAW
04. GHOSTEMANE - TRENCHCOAT
05. GHOSTEMANE - THE SINGULARITY
06. GHOSTEMANE - BALLGAG
07. GHOSTEMANE - ANDROIDS DREAM OF ELECTRIC SHEEP
08. GHOSTEMANE - INSIDE
09. GHOSTEMANE - GATTEKA
10. GHOSTEMANE - BLACK BLOOD
11. GHOSTEMANE - HEART OF GLASS",2d,5,PT27M26S,0,True,358,none,rectangular,2018-10-10T05:12:18.000Z,,"['ghostemane noise', 'ghostemane noise album']",GHOSTEMANE - N/O/I/S/E (Full Album),rp6FozbVEpI,5070,CDIQAA
false,10,UClQIxKKIQskL_CsHlXQ1_uw,YSL Know Plug,217,,xxNoneFoundxx,hd,"http://www.gloupdinerogang.com

► YSL Know Plug abonnieren: http://ytb.li/YSLKnowPlug ◄
► „Alles ist Designer” streamen: http://yslknowplug.fty.li/AiD ◄
► Merchandise: http://www.gloupdinerogang.com ◄

Folgt, liked und besucht YSL Know Plug außerdem in allen Sozialen Netzwerken: http://moneyboy.fty.li/social

Wenn euch das Video gefallen hat, gebt einen Daumen hoch dafür, teilt es mit euren Freunden und schreibt eure Meinung in die Kommentare.",2d,51,PT5M58S,0,True,1783,none,rectangular,2018-10-09T11:55:00.000Z,,"['money boy', 'moneyboy', 'yslknowplug', 'ysl know plug', 'why sl know plug', 'ysl plug', 'hustensaft', 'junge', 'jüngling', 'hustensaft jüngling', 'medikamenten manfred', 'mmhjtv', 'swag', 'Glo Up Dinero Gang', '21Entertainment', 'SwagCityClique', 'gudg', 'dunkin donuts', 'breakfast', 'review', 'fast food', 'big n toasted']",Dunkin' Donuts Big N' Toasted | American Fast Food mit Money Boy,J7qmobnAoxM,37316,CDIQAA
false,10,UCIETeoNRPdEhPDslmyDIXvQ,HipHopDX,514,,xxNoneFoundxx,hd,"Lil Xan was fuming at Indianapolis mall on Monday (October 8). In footage obtained by TMZ, the 21-year-old rapper is heard screaming at someone and calling them a “Broke A** B****” as several people try to hold him back.

For the full story on Lil Xan And The N Word Debate check out HipHopDX.com: https://hiphopdx.com/news/id.48746/title.twitter-divided-after-lil-xan-drops-n-word-during-food-court-rant

Subscribe to HipHopDX on Youtube: 
http://bit.ly/dxsubscribe

Check out more of DX here: 
http://www.hiphopdx.com
https://twitter.com/hiphopdx
https://www.facebook.com/hiphopdx
http://instagram.com/hiphopdx

Produced, Voiceover & Video Edit: Pro (Jaysn Prolifiq)
https://www.instagram.com/jaysnprolifiq/

For over 17 years, HipHopDX has been at the forefront of Hip Hop culture online, featuring over 2.7 million readers per month. As one of the longest-standing Hip Hop websites, DX not only stays current on Hip Hop culture, but continues to influence it, encourage it, and simultaneously reflect on its past. Our insightful, honest editorials, unbiased reviews, premier audio and video sections, and original video content, draws one of the most loyal followings online. Check us out at http://www.hiphopdx.com",2d,37,PT2M30S,0,True,306,none,rectangular,2018-10-10T22:07:11.000Z,,"['lil xan', 'lil xan says the n word', 'lil xan says tupac boring', ""lil xan says he's a slave"", ""lil xan says he's mexican"", 'lil xan says the n-word', 'lil xan says n word', 'lil xan is mexican', 'lil xan n word', 'lil xan tmz', 'lil xan hot cheetos', 'lil xan hot cheetos overdose', 'lil xan hot cheetos video', 'lil xan yelling', 'lil xan mental illness', 'lil xan mental disorder', 'lil xan mental breakdown', 'lil xan meme', 'lil xan buys a del taco', 'lil xan taco bell', 'lil xan indianapolis', 'lil xan hospital']",Lil Xan Yells The N-Word At A Taco Bell Customer In An Indianapolis Mall Food Court,GP9S2w-AU_k,2736,CDIQAA
false,10,UCsiSmzL5G7VS_pfKMXqmcjw,NSYNCVEVO,51234,,xxNoneFoundxx,sd,"""N SYNC's official music video for 'Bye Bye Bye'. Click to listen to 'N SYNC on Spotify: http://smarturl.it/NSYNCSpot?IQid=NSy...

As featured on The Best of 'N SYNC: Greatest Hits. Click to buy the track or album via iTunes: http://smarturl.it/NSYNCGH?IQid=NSyncBBB
Google Play: http://smarturl.it/BBBGooglePlay?IQid...
Amazon: http://smarturl.it/NSYNCGHAmazon?IQid...

More From 'N SYNC
It's Gonna Be Me: https://youtu.be/GQMlWwIXg3M
This I Promise You: https://youtu.be/6thmPrTxBtI
Pop: https://youtu.be/TWZKw_MgUPI

More great 00s videos here: http://smarturl.it/Ultimate00?IQid=NS...

Follow 'N SYNC
Facebook: https://www.facebook.com/nsync
Twitter: https://twitter.com/nsync

Subscribe to 'N SYNC on YouTube: http://smarturl.it/NSYNCSub?IQid=NSyn...

---------

Lyrics:

(Hey, Hey)
Bye, Bye, Bye
Bye, Bye...
Bye, Bye...
Oh, Oh..

I'm doin' this tonight,
You're probably gonna start a fight.
I know this can't be right.
Hey baby come on, 
I loved you endlessly,
When you weren't there for me.
So now it's time to leave and make it alone
I know that I can't take no more 
It ain't no lie
I wanna see you out that door
Baby, bye, bye, bye...

Bye Bye
Don't wanna be a fool for you
Just another player in your game for two
You may hate me but it ain't nolie,
Baby, bye, bye, bye...
Bye Bye
Don't really wanna make it tough,
I just wanna tell you that I had enough.
It might sound crazy,
But it ain't no lie,
Baby, bye, bye, bye""",2d,27497,PT4M2S,0,True,623014,none,rectangular,2009-10-25T07:07:28.000Z,"{'allowed': ['LK', 'LI', 'LC', 'LB', 'LA', 'CO', 'LY', 'LV', 'LU', 'LT', 'LS', 'LR', 'BH', 'TG', 'TF', 'ER', 'ES', 'ET', 'TO', 'TN', 'TM', 'TL', 'TK', 'TJ', 'TH', 'TW', 'HK', 'EC', 'EE', 'EG', 'EH', 'CV', 'TZ', 'MH', 'MK', 'ML', 'MM', 'MN', 'MO', 'MA', 'CU', 'MD', 'ME', 'MF', 'MG', 'MX', 'MY', 'MZ', 'MP', 'MQ', 'MR', 'MS', 'MT', 'MU', 'MV', 'MW', 'FM', 'UA', 'FO', 'FI', 'FK', 'FJ', 'UG', 'UM', 'US', 'JP', 'UY', 'UZ', 'FR', 'RS', 'RU', 'HU', 'RW', 'HT', 'RE', 'RO', 'KZ', 'CC', 'CA', 'CF', 'CG', 'CD', 'KR', 'CK', 'CH', 'CI', 'CN', 'KW', 'CL', 'CM', 'CR', 'KH', 'KI', 'KN', 'CW', 'KM', 'CZ', 'CX', 'CY', 'KG', 'ZW', 'KE', 'SR', 'SS', 'SV', 'BW', 'ST', 'SZ', 'SX', 'SY', 'SB', 'SC', 'SA', 'SG', 'SD', 'SE', 'SJ', 'SK', 'SH', 'SI', 'SN', 'SO', 'SL', 'SM', 'TD', 'DZ', 'AL', 'DE', 'DO', 'DM', 'DK', 'DJ', 'TC', 'PY', 'PS', 'PR', 'PW', 'HN', 'HM', 'PT', 'PK', 'HR', 'PH', 'PN', 'PM', 'PL', 'PA', 'PG', 'PF', 'PE', 'AD', 'AE', 'AF', 'AG', 'AU', 'IT', 'AM', 'AO', 'IQ', 'IR', 'IS', 'AT', 'IM', 'IN', 'IO', 'AQ', 'AR', 'AS', 'ID', 'IE', 'AX', 'AZ', 'TR', 'AI', 'QA', 'BA', 'BB', 'BE', 'BD', 'BG', 'BF', 'BI', 'YE', 'BJ', 'BM', 'BL', 'BO', 'BN', 'BQ', 'BS', 'BR', 'JM', 'BT', 'JO', 'BV', 'BY', 'BZ', 'JE', 'NE', 'NG', 'NF', 'NA', 'NC', 'VU', 'NL', 'NO', 'NI', 'NU', 'VN', 'VI', 'NP', 'NR', 'VE', 'VG', 'VA', 'VC', 'NZ', 'GN', 'GL', 'GM', 'GH', 'GI', 'GF', 'GG', 'GD', 'GE', 'GB', 'GA', 'TV', 'GY', 'GW', 'GT', 'GU', 'GR', 'GS', 'GP', 'GQ', 'MC', 'OM', 'WS', 'IL', 'KY', 'WF', 'ZM', 'TT', 'YT', 'ZA', 'AW', 'KP']}","['NSYNC', 'official', 'vevo', 'album', 'single', 'download', 'music video', 'sony', 'official video', 'No Strings Attached', 'NSYNCvevo', 'hq', '*NSYNC', 'Bye Bye Bye', 'Jive', 'Pop']",*NSYNC - Bye Bye Bye,Eo-KmOd3i7s,175321383,CDIQAA
false,10,UC-8Q-hLdECwQmaWNwXitYDw,KatyPerryVEVO,132621,,xxNoneFoundxx,hd,"Get “Thinking Of You” from Katy Perry’s ‘One of the Boys’’: http://katy.to/OneOfTheBoys
WITNESS: The Tour tickets available now! https://www.katyperry.com/tour

Directed by Alan Ferguson & Produced by Melissa Larson

Follow Katy:
http://www.katyperry.com
http://youtube.com/katyperry
http://twitter.com/katyperry
http://facebook.com/katyperry
http://instagram.com/katyperry

Lyrics:
You change your mind
Like a girl changes clothes
Yeah you P.M.S.
Like a bitch
I would know
And you over-think
Always speak cryptically
I should know
That you’re no good for me
 
(Chorus)
‘Cause you’re hot then you’re cold
You’re yes then you’re no
You’re in then you’re out
You’re up then you’re down
You’re wrong when it’s right
It’s black and it’s white
We fight we break up
We kiss we make up
 
You, you don’t really wanna stay no
You, but you don’t really wanna go o
You’re hot then you’re cold
You’re yes then you’re no
You’re in then you’re out
You’re up then you’re down
 
We used to be
Just like twins
So in sync
The same energy
Now’s a dead battery
Used to laugh
About nothing
Now you’re plain boring
I should know
That you’re not gonna change
 
(Chorus)
‘Cause you’re hot then you’re cold
You’re yes then you’re no
You’re in then you’re out
You’re up then you’re down
You’re wrong when it’s right
It’s black and it’s white
We fight we break up
We kiss we make up

Someone call the doctor
Got a case of love bipolar
Stuck on a roller coaster
And I can’t get off this ride…
You change your mind
Like a girl changes clothes
 
(Chorus)
‘Cause you’re hot then you’re cold
You’re yes then you’re no
You’re in then you’re out
You’re up then you’re down
You’re wrong when it’s right
It’s black and it’s white
We fight we break up
We kiss we make up


Music video by Katy Perry performing Hot N Cold. (C) 2008 Capitol Records, LLC",2d,160421,PT4M44S,0,True,2735481,none,rectangular,2008-10-14T02:07:26.000Z,"{'allowed': ['MC', 'MD', 'MG', 'CF', 'CG', 'CD', 'KZ', 'CC', 'RW', 'CA', 'CN', 'CO', 'CL', 'CM', 'KR', 'CK', 'CH', 'CI', 'CV', 'CU', 'CR', 'MO', 'KH', 'KI', 'KE', 'CZ', 'CX', 'CY', 'LK', 'DZ', 'LI', 'IL', 'DE', 'MQ', 'DK', 'DJ', 'DO', 'DM', 'SV', 'ST', 'IO', 'SR', 'LC', 'LB', 'LA', 'SZ', 'SY', 'SG', 'LY', 'SE', 'SB', 'SC', 'SA', 'LS', 'LR', 'SL', 'SM', 'SJ', 'LV', 'LU', 'LT', 'YE', 'NL', 'AZ', 'AT', 'AU', 'AW', 'AQ', 'AR', 'AS', 'AL', 'AM', 'AO', 'AI', 'AD', 'AE', 'AG', 'IT', 'PN', 'PM', 'PL', 'PK', 'IQ', 'IR', 'IS', 'PG', 'PF', 'PE', 'SD', 'PA', 'ID', 'IE', 'PY', 'PW', 'IN', 'PT', 'PR', 'ZM', 'ZA', 'SN', 'SO', 'RU', 'ZW', 'BA', 'BB', 'BE', 'BD', 'BG', 'BF', 'BI', 'BH', 'BJ', 'QA', 'BO', 'BN', 'BS', 'BR', 'JM', 'BT', 'BW', 'BV', 'BY', 'SI', 'GY', 'GR', 'GS', 'GP', 'GQ', 'GW', 'GT', 'GU', 'GH', 'GI', 'GN', 'KP', 'GM', 'GB', 'GA', 'GF', 'GD', 'GE', 'VE', 'KN', 'VG', 'VC', 'VN', 'VI', 'MY', 'VU', 'KM', 'RE', 'OM', 'UA', 'KY', 'SK', 'NF', 'YT', 'HU', 'HT', 'HR', 'WF', 'RO', 'JP', 'WS', 'HM', 'HK', 'ER', 'ES', 'ET', 'KW', 'EC', 'EE', 'EG', 'EH', 'HN', 'MH', 'ML', 'TF', 'MN', 'TD', 'TK', 'MA', 'TH', 'TO', 'TN', 'TM', 'TL', 'MX', 'TR', 'MZ', 'TW', 'TV', 'TT', 'MP', 'TZ', 'MR', 'MS', 'MT', 'MU', 'MV', 'MW', 'TC', 'JO', 'FR', 'NZ', 'FM', 'TG', 'FO', 'FI', 'FK', 'FJ', 'SH', 'NO', 'BZ', 'NI', 'UG', 'NE', 'NG', 'PH', 'NA', 'UM', 'NC', 'US', 'TJ', 'NU', 'UY', 'UZ', 'NP', 'NR']}","['Katy perry', 'hot n cold', 'official', 'music video', 'one of the boys']",Katy Perry - Hot N Cold (Official),kTHNpusq654,846647365,CDIQAA
false,10,UC_0lDnia8rHCv5dwxyhpf6g,Selection,22,,xxNoneFoundxx,hd,"GHOSTEMANE ""NOISE""",2d,1,PT2M31S,0,True,325,none,rectangular,2018-10-10T05:01:11.000Z,,"['ghostemane nihil', 'ghostemane noise']",GHOSTEMANE - Nihil (N/O/I/S/E),mInbZM33XwA,2599,CDIQAA
false,10,UC_0lDnia8rHCv5dwxyhpf6g,Selection,19,,xxNoneFoundxx,hd,"GHOSTEMANE ""NOISE""",2d,2,PT1M56S,0,True,205,none,rectangular,2018-10-10T05:00:58.000Z,,"['ghostemane bonesaw', 'ghostemane noise']",GHOSTEMANE - Bonesaw (N/O/I/S/E),ORW69aIVesk,1572,CDIQAA
false,10,UCLpCMr4EBBnEgpxo36EvISg,Brittany Miller,4516,,xxNoneFoundxx,hd,"The Chipmunks Portal: http://thechipmunksportal.blogspot.com.br/
© 2010 WMG
Hot N Cold
Alvin and the Chipmunks and The Chipettes are a creation of Ross Bagdasarian, and are owned by Bagdasarian Productions, all copyrights are reserved to Fox Movies® and Bagdasarian Productions® 
This video don't have and never will have any source of profit, our only goal is to convey to The Chipettes fans your musics. Thanks for the attention.",2d,10427,PT3M55S,0,False,102410,none,rectangular,2012-05-02T17:10:12.000Z,,"[""''the"", 'chipettes', 'hot', 'cold', 'official', 'music', ""video''"", 'brittany', 'jeanette', 'eleanor', 'Alvin Chipmunks', 'The Chipettes (Musical Artist)', 'alvin', 'and', 'the', 'chipmunks', 'ThChipettesVEVO']",The Chipettes - Hot N Cold ( HD videoclipe),F31LmTAHoNo,46685527,CDIQAA
false,10,UCjSkdzVdUS1crC89RI2cNWw,BoneThugsMusic,26245,,xxNoneFoundxx,sd,"Bone Thugs N Harmony - Crossroads
http://www.bonethugsnharmony.com",2d,22913,PT4M43S,0,False,463690,none,rectangular,2007-03-28T19:25:40.000Z,,"['Bone', 'Thugs', 'AND', 'Harmony', 'Crossroads', 'OLD', 'SCHOOL', 'HIP', 'HOP', 'GANGSTA', 'RAP', 'THUG', 'LIFE', 'MUSIC']",Bone Thugs N Harmony - Crossroads,VMYAEHE2GrM,83805873,CDIQAA
false,10,UC2ccJMFWSbjklOQESSBP_dw,Pokeli,2419,,xxNoneFoundxx,hd,"Credit: Nintendo, Game Freak, Creature Inc., TPCi
Original Composition : Junichi Masuda, Go Ichinose, Shota Kageyama, Hitomi Sato, Morikazu Aoki, Minako Adachi & Satoshi Nohara
Original Designer : Ken Sugimori

Theme of Final Battle N

My true objective is to make the music's search more easier for people who want a specific Music and also make the best quality possible.
I also want to mention that this music was recorded/ripped directly from the game I've played. 
I also did increasing the quality of the music to make it more enjoyable to listen! Hope you appreciate! ;)
-------------------------------------------------------------------------------------------------
All music and content included within this video is owned by the respective artists and no copyright infringement is intended.
Please support the official franchise!
-------------------------------------------------------------------------------------------------",2d,162,PT3M,0,True,16341,none,rectangular,2015-02-02T23:00:07.000Z,,['Pokemon'],Pokemon Black/White - Battle! N Final Music (HQ),O0ajBL15Knk,2099554,CDIQAA
true,10,UCJN4c_lZorb_0eyIP_tSS3A,GunsNRosesVEVO,134238,,xxNoneFoundxx,hd,"#AppetiteForDestruction: The Debut Album, Remastered and Expanded. Available now as Box Set, Super Deluxe, Double LP, and Double CD here: https://lnk.to/AppetiteForDestructionYD/gnrstore 

Apple Music: https://lnk.to/AppetiteForDestructionYD/applemusic 
iTunes: https://lnk.to/AppetiteForDestructionYD/itunes 
Spotify: https://lnk.to/AppetiteForDestructionYD/spotify 
Amazon: https://lnk.to/AppetiteForDestructionYD/amazon 
Google Play: https://lnk.to/AppetiteForDestructionYD/google-play 

Site: https://www.gunsnroses.com/ 
Facebook: https://www.facebook.com/gunsnroses 
Twitter: https://twitter.com/gunsnroses 
Instagram: https://www.instagram.com/gunsnroses 

Music video by Guns N' Roses performing Sweet Child O' Mine. YouTube view counts pre-VEVO: 2,418,311. (C) 1987 Guns N' Roses under exclusive license to Geffen Records

#GunsNRoses #SweetChildOMine #vevo #rockandroll #vevoofficial",2d,129163,PT5M3S,0,True,2981598,none,rectangular,2009-12-25T06:54:53.000Z,,"['Guns', ""N'"", 'Roses', 'Geffen', 'Rock']",Guns N' Roses - Sweet Child O' Mine,1w7OgIMMRc4,758623615,CDIQAA
false,10,UC6BuoYQJXPVR8-nDVwOgC9g,cyriel lamesie,46,,xxNoneFoundxx,hd,,2d,9,PT3M48S,0,False,770,none,rectangular,2018-10-08T04:55:54.000Z,,xxNoneFoundxx,Cyriel - A N'e Bribi,hPVdiF40un8,13084,CDIQAA
false,10,UCuVaJFxCEbbF4LqKtmx08UQ,JodeciVEVO,7250,,xxNoneFoundxx,sd,Music video by Jodeci performing Freek'N You. (C) 1995 Geffen Records,2d,12100,PT4M40S,0,True,229405,none,rectangular,2009-10-07T03:33:06.000Z,,"['Jodeci', 'Geffen', 'Pop']",Jodeci - Freek'N You,oYwL-FzFDKQ,40889035,CDIQAA
false,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,1731,,xxNoneFoundxx,hd,"Watch the official music video for ""N 2 Dat"" by Sauce Walka.

Follow Sauce Walka
https://www.instagram.com/sauce_walka102/
https://www.twitter.com/sauce_walka102/

We launched on Snap Discover! SUBSCRIBE HERE: http://bit.ly/worldstarsnap

SUBSCRIBE for more: http://bit.ly/subWSHH 

Follow WorldstarHipHop: 
http://worldstarhiphop.com 
https://twitter.com/worldstar
https://facebook.com/worldstarhiphop
http://instagram.com/worldstar
 
Shop WorldStar:
http://shop.worldstarhiphop.com

Watch more WorldstarHipHop:
Rapper Relationship Advice: https://youtube.com/playlist?list=PLcK0neBMyFxQ6doeFSHbkI5LIQ9Fv_jdZ&playnext=1
Official Music Videos: https://youtube.com/playlist?list=PLcK0neBMyFxSpYgDfKCsHRwgxlN-Tnt9D&playnext=1
Official Audio Tracks: https://youtube.com/playlist?list=PLcK0neBMyFxSLGtARgI2OzwpGvw2tz9Ep&playnext=1
Newest Videos: https://youtube.com/playlist?list=PLcK0neBMyFxTF85bfUSUXiKiDy_AlNsu2&playnext=1

WorldstarHipHop is home to everything entertainment & hip hop. The #1 urban outlet responsible for breaking the latest premiere music videos, exclusive artist content, entertainment stories, celebrity rumors, sports highlights, interviews, comedy skits, rap freestyles, crazy fights, eye candy models, the best viral videos & more.

Since 2005, WorldstarHipHop has worked with some of our generation's most groundbreaking artists, athletes & musicians - all who have helped continue to define our unique identity and attitude.

We plan on continuing to work with only the best, so keep an eye out for all the exciting new projects / collaborations we plan on dropping in the very near future.",2d,853,PT3M11S,0,False,22212,none,rectangular,2018-09-19T21:58:21.000Z,,"['world star hip hop', 'worldstarhiphop', 'worldstar', 'world star', 'worldstar youtube', 'youtube worldstar', 'worldstarhiphop youtube', 'youtube worldstarhiphop', 'worldstarhiphop channel', 'wshh', 'hip hop', 'hip hop music', 'rap', 'rap music', 'music', 'music video', 'exclusive', 'WSHH exclusive']","Sauce Walka ""N 2 Dat"" (WSHH Exclusive - Official Music Video)",qU_XZhIuni0,1006816,CDIQAA
false,10,UC_0lDnia8rHCv5dwxyhpf6g,Selection,14,,xxNoneFoundxx,hd,"GHOSTEMANE ""NOISE""",2d,0,PT2M46S,0,True,275,none,rectangular,2018-10-10T05:01:10.000Z,,"['ghostemane trenchcoat', 'ghostemane noise']",GHOSTEMANE - Trenchcoat (N/O/I/S/E),0eIp5TGgwdc,2126,CDIQAA
false,10,UCACu12tYMVnfzE3v2UwMObw,HYPE,24,,xxNoneFoundxx,hd,"Sauce Walka - ""N 2 Dat""

Follow HYPE:
https://soundcloud.com/hypedmnd
https://twitter.com/HYPEdmnd
https://www.instagram.com/hypellc
https://fb.me/HYPEdmnd

Follow Sauce Walka:
https://twitter.com/Sauce_Walka102
https://www.instagram.com/sauce_walka102
https://open.spotify.com/artist/42yf4QkiE9a252krn9OUCb

Submission or Business inquiries contact CONTACT[at]HYPE.LLC",2d,20,PT3M11S,0,False,213,none,rectangular,2018-09-19T22:42:38.000Z,,"['sauce walka n 2 dat', 'sauce walka', 'hype']",Sauce Walka - N 2 Dat,3al_ZK7-wZg,6439,CDIQAA
false,10,UCk8BzmaLUBQUbdtqA4JTmmw,Sauce Walka - Topic,13,,xxNoneFoundxx,hd,"Provided to YouTube by TuneCore

N 2 Dat · Sauce Walka

N 2 Dat

℗ 2018 The Sauce Familia (TSF)

Released on: 2018-09-12

Auto-generated by YouTube.",2d,27,PT2M55S,0,True,593,none,rectangular,2018-09-13T16:45:29.000Z,"{'allowed': ['BR', 'LU', 'UY', 'US', 'FR', 'UA', 'BA', 'BE', 'BG', 'JP', 'BO', 'VI', 'VE', 'NZ', 'RO', 'RU', 'NL', 'NO', 'NI', 'ZA', 'CR', 'CZ', 'GU', 'GT', 'GR', 'CA', 'KR', 'CH', 'CO', 'GB', 'CL', 'SE', 'SK', 'SI', 'SV', 'FI', 'DE', 'DO', 'DK', 'EE', 'HR', 'PL', 'HU', 'LV', 'LT', 'PA', 'PE', 'PY', 'LI', 'PR', 'HN', 'CY', 'PT', 'AU', 'AT', 'EC', 'IN', 'TR', 'AS', 'AR', 'IE', 'ID', 'ES', 'IT', 'IS', 'MX', 'MT', 'MK']}","['Sauce', 'Walka', 'Dat']",N 2 Dat,V0n0OrZIgMI,28398,CDIQAA
false,10,UC_0lDnia8rHCv5dwxyhpf6g,Selection,10,,xxNoneFoundxx,hd,"GHOSTEMANE ""NOISE""",2d,0,PT2M21S,0,True,108,none,rectangular,2018-10-10T05:01:12.000Z,,"['ghostemane the singularity', 'ghostemane noise']",GHOSTEMANE - The Singularity (N/O/I/S/E),58-83v0rdtw,1070,CDIQAA
false,10,UCYDmx2Sfpnaxg488yBpZIGg,starshipTV,76,,xxNoneFoundxx,hd,"스타쉽 엔터테인먼트 STARSHIP ENTERTAINMENT
Artist : 주영 (JooYoung)
Song : N/A
Release date : 2018.09.14
Itunes JooYoung : 
https://itunes.apple.com/album/n-a-single/1436283455?l=ko&ls=1&app=itunes

▶ More information
Facebook Starship Ent
:https://www.facebook.com/officialstar...
Facebook JooYoung
: https://www.facebook.com/soulgab
Official Twitter : https://twitter.com/official_JYoung
Official Instagram : https://www.instagram.com/jooyoung/",2d,4,PT1M24S,0,True,1424,none,rectangular,2018-10-09T12:00:04.000Z,,"['Kpop', 'rnb singer', 'solo', 'rnb', 'r&b', 'soul', 'neo soul', '1theK', 'Starshiptv', 'starship', 'loen', '로엔', '뮤비', '티져', 'MV', 'Teaser', '신곡', 'new', 'song', '한류', 'singer', 'hallyu', 'ロエン', 'ミュージック', 'ミュージックビデオ', 'アイドル', '韓流', '韓国', '알앤비', '소울', '알앤비 싱어', '알앤비 가수', '네오 소울', '남자 솔로', '보컬', 'vocal', 'breakers', '브레이커스', '브레이커스 주영', 'jooyoung']",[SPECIAL CLIP] 주영(JooYoung) -  N/A @ Converse Live,r8elu1_2hC8,8479,CDIQAA
false,10,UCNerNaM-_UlxuXmG77RPq1A,Dbtrap Records,202,,xxNoneFoundxx,hd,"Zion Lion - Bitch `n Marihuana 
( King Of The Jungle ) 

Vid. by 98Reyes
SPONSORED BY #DBT


 © 2018 Dbtrap Records",2d,44,PT2M44S,0,True,3830,none,rectangular,2018-10-04T17:06:41.000Z,,"['Zion Lion', 'zion Lion', 'okay', 'subimos de nivel', 'kidd keo', 'kidd', 'keo', 'aleman', 'trap', 'music', 'españa', 'rap', 'lollypop', 'dbt empire', 'pegao', 'trap music', 'madrid']",ZION LION - Bitch `n Marihuana ( King Of The Jungle ),uy3p27y-WsM,45768,CDIQAA
false,10,UC-Fj1KhQWi6pERsLnmz_JvQ,Japan FM,0,,xxNoneFoundxx,sd,"ケンドーコバヤシ ～T*E*N*G*A.茶屋～ 10月6日（土） 25:30 - 26:30
出演者 : ケンドーコバヤシ、アインシュタイン、紗倉まな
https://youtu.be/Zx3BQcINQfU",2d,6,PT51M3S,0,True,11,none,rectangular,2018-10-06T18:24:47.000Z,,"['ケンドーコバヤシ', 'アインシュタイン', '紗倉まな', '20181006', '10月6日']",2018.10.06 ケンドーコバヤシ ～T*E*N*G*A.茶屋～ アインシュタイン、紗倉まな,Zx3BQcINQfU,5031,CDIQAA
